procedimento_id,clinica_id,tabela_id,tabela_codigo,tabela_nome,codigo,nome_atual,nome_origem,categoria,chave_origem,caracteres_suspeitos,motivo,diferente
51886,1,47,5,CAIXA ECONOMICA FEDERAL,5020,Reimplante de dente,Reimplante de dente,A,5:5020,,texto atual coincide com a fonte,False
51887,1,47,5,CAIXA ECONOMICA FEDERAL,5021,Remoção de dentes retidos,Remoção de dentes retidos,A,5:5021,,texto atual coincide com a fonte,False
51888,1,47,5,CAIXA ECONOMICA FEDERAL,5022,Remoção de sialolito - via oral,Remoção de sialolito - via oral,A,5:5022,,texto atual coincide com a fonte,False
51889,1,47,5,CAIXA ECONOMICA FEDERAL,5023,Remoção de tórus mandibular ou palatino,Remoção de tórus mandibular ou palatino,A,5:5023,,texto atual coincide com a fonte,False
51890,1,47,5,CAIXA ECONOMICA FEDERAL,5024,Sulcoplastia,Sulcoplastia,A,5:5024,,texto atual coincide com a fonte,False
51891,1,47,5,CAIXA ECONOMICA FEDERAL,5025,Sutura de ferida na mucosa oral,Sutura de ferida na mucosa oral,A,5:5025,,texto atual coincide com a fonte,False
51892,1,47,5,CAIXA ECONOMICA FEDERAL,5026,Tratamento cirúrgico de fístula buco-sinusal,Tratamento cirúrgico de fístula buco-sinusal,A,5:5026,,texto atual coincide com a fonte,False
51893,1,47,5,CAIXA ECONOMICA FEDERAL,5027,Tratamento de lesão cística-enucleação,Tratamento de lesão cística-enucleação,A,5:5027,,texto atual coincide com a fonte,False
51894,1,47,5,CAIXA ECONOMICA FEDERAL,5028,Trat. de lesão cística-marsup. ou enucl. final,Trat. de lesão cística-marsup. ou enucl. final,A,5:5028,,texto atual coincide com a fonte,False
51895,1,47,5,CAIXA ECONOMICA FEDERAL,5029,Ulectomia,Ulectomia,A,5:5029,,texto atual coincide com a fonte,False
51896,1,47,5,CAIXA ECONOMICA FEDERAL,5030,Restauração de ionômero de vidro - classe V,Restauração de ionômero de vidro - classe V,A,5:5030,,texto atual coincide com a fonte,False
51897,1,47,5,CAIXA ECONOMICA FEDERAL,5031,Pino de retenção pré-fabricado,Pino de retenção pré-fabricado,A,5:5031,,texto atual coincide com a fonte,False
51898,1,47,5,CAIXA ECONOMICA FEDERAL,5032,"Restauração em res. comp. - classes I, III, IV e V","Restauração em res. comp. - classes I, III, IV e V",A,5:5032,,texto atual coincide com a fonte,False
51899,1,47,5,CAIXA ECONOMICA FEDERAL,5033,Restauração em res. composta - classe II e reconst,Restauração em res. composta - classe II e reconst,A,5:5033,,texto atual coincide com a fonte,False
51900,1,47,5,CAIXA ECONOMICA FEDERAL,5034,Restauração a amálgama - 1 face,Restauração a amálgama - 1 face,A,5:5034,,texto atual coincide com a fonte,False
51901,1,47,5,CAIXA ECONOMICA FEDERAL,5035,Restauração a amálgama - 2 faces,Restauração a amálgama - 2 faces,A,5:5035,,texto atual coincide com a fonte,False
51902,1,47,5,CAIXA ECONOMICA FEDERAL,5036,Restauração a amálgama - 3 faces,Restauração a amálgama - 3 faces,A,5:5036,,texto atual coincide com a fonte,False
51903,1,47,5,CAIXA ECONOMICA FEDERAL,5037,Restauração a amálgama - 4 faces ou mais,Restauração a amálgama - 4 faces ou mais,A,5:5037,,texto atual coincide com a fonte,False
51904,1,47,5,CAIXA ECONOMICA FEDERAL,5038,Apicetomia - incisivos e caninos,Apicetomia - incisivos e caninos,A,5:5038,,texto atual coincide com a fonte,False
51905,1,47,5,CAIXA ECONOMICA FEDERAL,5039,Apicetomia - molares e pré-molares,Apicetomia - molares e pré-molares,A,5:5039,,texto atual coincide com a fonte,False
51906,1,47,5,CAIXA ECONOMICA FEDERAL,5040,Apicetomia c/ obtur. retróg. - incisivos e caninos,Apicetomia c/ obtur. retróg. - incisivos e caninos,A,5:5040,,texto atual coincide com a fonte,False
51907,1,47,5,CAIXA ECONOMICA FEDERAL,5041,Apicetomia c/ obtur. retróg. - molares e pré-molar,Apicetomia c/ obtur. retróg. - molares e pré-molar,A,5:5041,,texto atual coincide com a fonte,False
51908,1,47,5,CAIXA ECONOMICA FEDERAL,5042,Apicificação ou tratamento a longo termo,Apicificação ou tratamento a longo termo,A,5:5042,,texto atual coincide com a fonte,False
51909,1,47,5,CAIXA ECONOMICA FEDERAL,5043,Clareamento ou recromia,Clareamento ou recromia,A,5:5043,,texto atual coincide com a fonte,False
51910,1,47,5,CAIXA ECONOMICA FEDERAL,5044,Remoção de núcleo intrarradicular,Remoção de núcleo intrarradicular,A,5:5044,,texto atual coincide com a fonte,False
51911,1,47,5,CAIXA ECONOMICA FEDERAL,5045,Retratamento endodôntico - incisivos e caninos,Retratamento endodôntico - incisivos e caninos,A,5:5045,,texto atual coincide com a fonte,False
51912,1,47,5,CAIXA ECONOMICA FEDERAL,5046,Retratamento endodôntico - pré-molares,Retratamento endodôntico - pré-molares,A,5:5046,,texto atual coincide com a fonte,False
51913,1,47,5,CAIXA ECONOMICA FEDERAL,5047,Retratamento endodôntico - molares,Retratamento endodôntico - molares,A,5:5047,,texto atual coincide com a fonte,False
51914,1,47,5,CAIXA ECONOMICA FEDERAL,5048,Tratamento de perfuração,Tratamento de perfuração,A,5:5048,,texto atual coincide com a fonte,False
51915,1,47,5,CAIXA ECONOMICA FEDERAL,5049,Tratamento endodôntico - incisivos e caninos,Tratamento endodôntico - incisivos e caninos,A,5:5049,,texto atual coincide com a fonte,False
51916,1,47,5,CAIXA ECONOMICA FEDERAL,5050,Tratamento endodôntico - pré-molares,Tratamento endodôntico - pré-molares,A,5:5050,,texto atual coincide com a fonte,False
51917,1,47,5,CAIXA ECONOMICA FEDERAL,5051,Tratamento endodôntico - molares,Tratamento endodôntico - molares,A,5:5051,,texto atual coincide com a fonte,False
51918,1,47,5,CAIXA ECONOMICA FEDERAL,5052,Adequação de meio bucal,Adequação de meio bucal,A,5:5052,,texto atual coincide com a fonte,False
51919,1,47,5,CAIXA ECONOMICA FEDERAL,5053,Aplicação de cariostático,Aplicação de cariostático,A,5:5053,,texto atual coincide com a fonte,False
51920,1,47,5,CAIXA ECONOMICA FEDERAL,5054,Aplicação tópica de flúor com profilaxia,Aplicação tópica de flúor com profilaxia,A,5:5054,,texto atual coincide com a fonte,False
51921,1,47,5,CAIXA ECONOMICA FEDERAL,5055,Aplicação de selante,Aplicação de selante,A,5:5055,,texto atual coincide com a fonte,False
51922,1,47,5,CAIXA ECONOMICA FEDERAL,5056,Condicionamento do paciente,Condicionamento do paciente,A,5:5056,,texto atual coincide com a fonte,False
51923,1,47,5,CAIXA ECONOMICA FEDERAL,5057,Coroa de aço ou policarbonato p/ dentes decíduos,Coroa de aço ou policarbonato p/ dentes decíduos,A,5:5057,,texto atual coincide com a fonte,False
51924,1,47,5,CAIXA ECONOMICA FEDERAL,5058,Desgaste seletivo,Desgaste seletivo,A,5:5058,,texto atual coincide com a fonte,False
51925,1,47,5,CAIXA ECONOMICA FEDERAL,5059,Exodontia de dentes decíduos,Exodontia de dentes decíduos,A,5:5059,,texto atual coincide com a fonte,False
51926,1,47,5,CAIXA ECONOMICA FEDERAL,5060,Pulpotomia,Pulpotomia,A,5:5060,,texto atual coincide com a fonte,False
51927,1,47,5,CAIXA ECONOMICA FEDERAL,5061,Tratamento endodôntico em dentes decíduos,Tratamento endodôntico em dentes decíduos,A,5:5061,,texto atual coincide com a fonte,False
51928,1,47,5,CAIXA ECONOMICA FEDERAL,5062,Ântero-posterior e lateral de crânio e ossos face,Ântero-posterior e lateral de crânio e ossos face,A,5:5062,Â,texto atual coincide com a fonte,False
51929,1,47,5,CAIXA ECONOMICA FEDERAL,5063,Cefalométrica sem traçado,Cefalométrica sem traçado,A,5:5063,,texto atual coincide com a fonte,False
51930,1,47,5,CAIXA ECONOMICA FEDERAL,5064,Cefalométrica com 1 traçado,Cefalométrica com 1 traçado,A,5:5064,,texto atual coincide com a fonte,False
51931,1,47,5,CAIXA ECONOMICA FEDERAL,5065,Cefalométrica com 2 ou mais traçados,Cefalométrica com 2 ou mais traçados,A,5:5065,,texto atual coincide com a fonte,False
51932,1,47,5,CAIXA ECONOMICA FEDERAL,5066,Documentação ortodôntica,Documentação ortodôntica,A,5:5066,,texto atual coincide com a fonte,False
51933,1,47,5,CAIXA ECONOMICA FEDERAL,5067,Fotos,Fotos,A,5:5067,,texto atual coincide com a fonte,False
51934,1,47,5,CAIXA ECONOMICA FEDERAL,5068,Interproximal (bite-wing),Interproximal (bite-wing),A,5:5068,,texto atual coincide com a fonte,False
51935,1,47,5,CAIXA ECONOMICA FEDERAL,5069,Modelos ortodônticos,Modelos ortodônticos,A,5:5069,,texto atual coincide com a fonte,False
51936,1,47,5,CAIXA ECONOMICA FEDERAL,5070,Oclusal,Oclusal,A,5:5070,,texto atual coincide com a fonte,False
51937,1,47,5,CAIXA ECONOMICA FEDERAL,5071,Panormica,Panorâmica,C,5:5071,,diferenca nao atribuivel com seguranca a encoding,True
51938,1,47,5,CAIXA ECONOMICA FEDERAL,5072,Periapical,Periapical,A,5:5072,,texto atual coincide com a fonte,False
51939,1,47,5,CAIXA ECONOMICA FEDERAL,5073,Radiografia de ATM,Radiografia de ATM,A,5:5073,,texto atual coincide com a fonte,False
51940,1,47,5,CAIXA ECONOMICA FEDERAL,5074,Slides,Slides,A,5:5074,,texto atual coincide com a fonte,False
51941,1,47,5,CAIXA ECONOMICA FEDERAL,5075,Ajuste oclusal,Ajuste oclusal,A,5:5075,,texto atual coincide com a fonte,False
51942,1,47,5,CAIXA ECONOMICA FEDERAL,5076,Aumento de coroa clínica c/ osteotomia,Aumento de coroa clínica c/ osteotomia,A,5:5076,,texto atual coincide com a fonte,False
51943,1,47,5,CAIXA ECONOMICA FEDERAL,5077,Cirurgia periodontal a retalho c/ ou s/ osteotomia,Cirurgia periodontal a retalho c/ ou s/ osteotomia,A,5:5077,,texto atual coincide com a fonte,False
51944,1,47,5,CAIXA ECONOMICA FEDERAL,5078,Cunha proximal,Cunha proximal,A,5:5078,,texto atual coincide com a fonte,False
51945,1,47,5,CAIXA ECONOMICA FEDERAL,5079,Dessensibilização dentária,Dessensibilização dentária,A,5:5079,,texto atual coincide com a fonte,False
51946,1,47,5,CAIXA ECONOMICA FEDERAL,5080,Enxerto gengival livre,Enxerto gengival livre,A,5:5080,,texto atual coincide com a fonte,False
51947,1,47,5,CAIXA ECONOMICA FEDERAL,5081,Enxerto pediculado,Enxerto pediculado,A,5:5081,,texto atual coincide com a fonte,False
51948,1,47,5,CAIXA ECONOMICA FEDERAL,5082,Gengivectomia ou gengivoplastia (até 3 elementos),Gengivectomia ou gengivoplastia (até 3 elementos),A,5:5082,,texto atual coincide com a fonte,False
51949,1,47,5,CAIXA ECONOMICA FEDERAL,5083,Gengivectomia ou gengivoplastia (por segmento),Gengivectomia ou gengivoplastia (por segmento),A,5:5083,,texto atual coincide com a fonte,False
51950,1,47,5,CAIXA ECONOMICA FEDERAL,5084,Imobilização dentária,Imobilização dentária,A,5:5084,,texto atual coincide com a fonte,False
51951,1,47,5,CAIXA ECONOMICA FEDERAL,5085,Odontossecção c/ ou s/ amputação radicular,Odontossecção c/ ou s/ amputação radicular,A,5:5085,,texto atual coincide com a fonte,False
51952,1,47,5,CAIXA ECONOMICA FEDERAL,5086,Raspagem coron ria e polimento,Raspagem coronária e polimento,C,5:5086,,diferenca nao atribuivel com seguranca a encoding,True
51953,1,47,5,CAIXA ECONOMICA FEDERAL,5087,"Raspagem de c lculo, polimento e curetagem ...","Raspagem de cálculo, polimento e curetagem ...",C,5:5087,,diferenca nao atribuivel com seguranca a encoding,True
51954,1,47,5,CAIXA ECONOMICA FEDERAL,5088,Técnicas regenerativas,Técnicas regenerativas,A,5:5088,,texto atual coincide com a fonte,False
51955,1,48,10,EASY - PARTICULAR,1001,Coroa metalo-cermica,,E,10:1001,,sem correspondente unico na fonte,True
51956,1,48,10,EASY - PARTICULAR,1002,Coroa metalo-pl stica,,E,10:1002,,sem correspondente unico na fonte,True
51957,1,48,10,EASY - PARTICULAR,1003,Coroa Isosit,,E,10:1003,,sem correspondente unico na fonte,True
51958,1,48,10,EASY - PARTICULAR,1004,Coroa met lica total,,E,10:1004,,sem correspondente unico na fonte,True
51959,1,48,10,EASY - PARTICULAR,1005,RestauraÆo met lica-fundida (Liga de Ouro),,E,10:1005,Æ ,sem correspondente unico na fonte,True
51960,1,48,10,EASY - PARTICULAR,1006,RestauraÆo met lica-fundida (Liga de Prata),,E,10:1006,Æ ,sem correspondente unico na fonte,True
51961,1,48,10,EASY - PARTICULAR,1007,RestauraÆo met lica-fundida (Duracast),,E,10:1007,Æ ,sem correspondente unico na fonte,True
51962,1,48,10,EASY - PARTICULAR,1008,RestauraÆo met lica-fundida (Inlay/ Onlay),,E,10:1008,Æ ,sem correspondente unico na fonte,True
51963,1,48,10,EASY - PARTICULAR,1009,RestauraÆo met lica-fundida Cermica/Inlay/Onlay,,E,10:1009,Æ ,sem correspondente unico na fonte,True
51964,1,48,10,EASY - PARTICULAR,1010,Selante por elemento,,E,10:1010,,sem correspondente unico na fonte,True
51965,1,48,10,EASY - PARTICULAR,1011,RestauraÆo de am lgama,,E,10:1011,Æ ,sem correspondente unico na fonte,True
51966,1,48,10,EASY - PARTICULAR,1012,RestauraÆo de resina fotopolimeriz vel,,E,10:1012,Æ ,sem correspondente unico na fonte,True
51967,1,48,10,EASY - PARTICULAR,1013,RestauraÆo de ionmero de vidro,,E,10:1013,Æ  ,sem correspondente unico na fonte,True
51968,1,48,10,EASY - PARTICULAR,1014,RestauraÆo de resina foto (ngulo incisal ),,E,10:1014,Æ ,sem correspondente unico na fonte,True
51969,1,48,10,EASY - PARTICULAR,1015,RestauraÆo de resina foto (2 ngulos incisais),,E,10:1015,Æ ,sem correspondente unico na fonte,True
51970,1,48,10,EASY - PARTICULAR,1016,Pr¢tese parcial fixa metalo-cermica,,E,10:1016,¢,sem correspondente unico na fonte,True
51971,1,48,10,EASY - PARTICULAR,1017,Prótese parcial fixa metalo-plástica,,E,10:1017,,sem correspondente unico na fonte,True
51972,1,48,10,EASY - PARTICULAR,1018,Pr¢tese parcial fixa isosit,,E,10:1018,¢,sem correspondente unico na fonte,True
51973,1,48,10,EASY - PARTICULAR,1019,Pr¢tese parcial remov¡vel,,E,10:1019,¢ ¡,sem correspondente unico na fonte,True
51974,1,48,10,EASY - PARTICULAR,1020,Pr¢tese adesiva metalo-cermica (1 elem),,E,10:1020,¢,sem correspondente unico na fonte,True
51975,1,48,10,EASY - PARTICULAR,1021,Pr¢tese adesiva metalo-pl stica (1 elem),,E,10:1021,¢,sem correspondente unico na fonte,True
51976,1,48,10,EASY - PARTICULAR,1022,Pr¢tese adesiva metalo-cermica (2 elem),,E,10:1022,¢,sem correspondente unico na fonte,True
51977,1,48,10,EASY - PARTICULAR,1023,Pr¢tese adesiva metalo- pl stica (2 elem),,E,10:1023,¢,sem correspondente unico na fonte,True
51978,1,48,10,EASY - PARTICULAR,1024,Profilaxia (AplicaÆo de Profident),,E,10:1024,Æ ,sem correspondente unico na fonte,True
51979,1,48,10,EASY - PARTICULAR,1025,Profilaxia (Polimento Coron rio),,E,10:1025,,sem correspondente unico na fonte,True
51980,1,48,10,EASY - PARTICULAR,1026,Profilaxia (AplicaÆo de Remineralizador),,E,10:1026,Æ ,sem correspondente unico na fonte,True
51981,1,48,10,EASY - PARTICULAR,1027,Implante osteointegr vel,,E,10:1027,,sem correspondente unico na fonte,True
51982,1,48,10,EASY - PARTICULAR,1028,Consulta para oramento/exame cl¡nico,,E,10:1028, ¡,sem correspondente unico na fonte,True
51983,1,48,10,EASY - PARTICULAR,1029,Consulta para emergncia,,E,10:1029,,sem correspondente unico na fonte,True
51984,1,48,10,EASY - PARTICULAR,1030,Raio X periapical,,E,10:1030,,sem correspondente unico na fonte,True
51985,1,48,10,EASY - PARTICULAR,1031,Raio X interproximal,,E,10:1031,,sem correspondente unico na fonte,True
51986,1,48,10,EASY - PARTICULAR,1032,Tratamento de canal unirradicular BIO,,E,10:1032,,sem correspondente unico na fonte,True
51987,1,48,10,EASY - PARTICULAR,1033,Tratamento de canal unirradicular NECRO,,E,10:1033,,sem correspondente unico na fonte,True
51988,1,48,10,EASY - PARTICULAR,1034,Tratamento de canal birradicular BIO,,E,10:1034,,sem correspondente unico na fonte,True
51989,1,48,10,EASY - PARTICULAR,1035,Tratamento de canal birradicular NECRO,,E,10:1035,,sem correspondente unico na fonte,True
51990,1,48,10,EASY - PARTICULAR,1036,Tratamento de canal trirradicular BIO,,E,10:1036,,sem correspondente unico na fonte,True
51991,1,48,10,EASY - PARTICULAR,1037,Tratamento de canal trirradicular NECRO,,E,10:1037,,sem correspondente unico na fonte,True
51992,1,48,10,EASY - PARTICULAR,1038,Tratamento de canal (Retratamento Unirradicular),,E,10:1038,,sem correspondente unico na fonte,True
51993,1,48,10,EASY - PARTICULAR,1039,Tratamento de canal (Retratamento Birradicular),,E,10:1039,,sem correspondente unico na fonte,True
51994,1,48,10,EASY - PARTICULAR,1040,Tratamento de canal (Retratamento Trirradicular),,E,10:1040,,sem correspondente unico na fonte,True
51995,1,48,10,EASY - PARTICULAR,1041,Tratamento de canal (Pulpotomia),,E,10:1041,,sem correspondente unico na fonte,True
51996,1,48,10,EASY - PARTICULAR,1042,Exodontia simples,,E,10:1042,,sem correspondente unico na fonte,True
51997,1,48,10,EASY - PARTICULAR,1043,Exodontia de semi-incluso,,E,10:1043,,sem correspondente unico na fonte,True
51998,1,48,10,EASY - PARTICULAR,1044,Exodontia de incluso,,E,10:1044,,sem correspondente unico na fonte,True
51999,1,48,10,EASY - PARTICULAR,1045,Exodontia de incluso impactado,,E,10:1045,,sem correspondente unico na fonte,True
52000,1,48,10,EASY - PARTICULAR,1046,Exodontia de raiz residual,,E,10:1046,,sem correspondente unico na fonte,True
52001,1,48,10,EASY - PARTICULAR,1047,Exodontia de dec¡duo,,E,10:1047,¡,sem correspondente unico na fonte,True
52002,1,48,10,EASY - PARTICULAR,1048,N£cleo met lico fundido,,E,10:1048,,sem correspondente unico na fonte,True
52003,1,48,10,EASY - PARTICULAR,1049,N£cleo de preenchimento (am lgama/ resina),,E,10:1049,,sem correspondente unico na fonte,True
52004,1,48,10,EASY - PARTICULAR,1050,Apicectomia de anteriores,,E,10:1050,,sem correspondente unico na fonte,True
52005,1,48,10,EASY - PARTICULAR,1051,Apicectomia de posteriores,,E,10:1051,,sem correspondente unico na fonte,True
52006,1,48,10,EASY - PARTICULAR,1052,Apicectomia de anteriores + retr¢grada,,E,10:1052,¢,sem correspondente unico na fonte,True
52007,1,48,10,EASY - PARTICULAR,1053,Apicectomia de posteriores + retr¢grada,,E,10:1053,¢,sem correspondente unico na fonte,True
52008,1,48,10,EASY - PARTICULAR,1054,Gengivectomia (Gengivectomia 1/2 arco),,E,10:1054,,sem correspondente unico na fonte,True
52009,1,48,10,EASY - PARTICULAR,1055,Retalho (Cirurgia a retalho),,E,10:1055,,sem correspondente unico na fonte,True
52010,1,48,10,EASY - PARTICULAR,1056,Raspagem subgengival para grupo de dentes,,E,10:1056,,sem correspondente unico na fonte,True
52011,1,48,10,EASY - PARTICULAR,1057,Raspagem supragengival para grupo de dentes,,E,10:1057,,sem correspondente unico na fonte,True
52012,1,48,10,EASY - PARTICULAR,1058,Mantenedor de espao acr¡lico,,E,10:1058, ¡,sem correspondente unico na fonte,True
52013,1,48,10,EASY - PARTICULAR,1059,AplicaÆo t¢pica de fl£or,,E,10:1059,¢ Æ ,sem correspondente unico na fonte,True
52014,1,48,10,EASY - PARTICULAR,1060,AplicaÆo teraputica de fl£or,,E,10:1060,Æ  ,sem correspondente unico na fonte,True
52015,1,48,10,EASY - PARTICULAR,1061,Bandagem (Tubo simples),,E,10:1061,,sem correspondente unico na fonte,True
52016,1,48,10,EASY - PARTICULAR,1062,Bandagem (Tubo duplo),,E,10:1062,,sem correspondente unico na fonte,True
52017,1,48,10,EASY - PARTICULAR,1063,Bandagem (Tubo triplo),,E,10:1063,,sem correspondente unico na fonte,True
52018,1,48,10,EASY - PARTICULAR,1064,Bandagem (Tubo bracket),,E,10:1064,,sem correspondente unico na fonte,True
52019,1,48,10,EASY - PARTICULAR,1065,"Bracket (Bracket 0,18"" x 0,25"")",,E,10:1065,,sem correspondente unico na fonte,True
52020,1,48,10,EASY - PARTICULAR,1066,"Bracket (Bracket 0,18"" x 0,30"")",,E,10:1066,,sem correspondente unico na fonte,True
52021,1,48,10,EASY - PARTICULAR,1067,"Bracket (Bracket 0,22"" x 0,28"")",,E,10:1067,,sem correspondente unico na fonte,True
52022,1,48,10,EASY - PARTICULAR,1068,Bracket (Bracket Straight-Wire),,E,10:1068,,sem correspondente unico na fonte,True
52023,1,48,10,EASY - PARTICULAR,1069,ManutenÆo de aparelho ortodntico,,E,10:1069,Æ  ,sem correspondente unico na fonte,True
52024,1,48,10,EASY - PARTICULAR,1070,Pr¢tese total acr¡lica,,E,10:1070,¢ ¡,sem correspondente unico na fonte,True
52025,1,48,10,EASY - PARTICULAR,1071,Enxerto gengival,,E,10:1071,,sem correspondente unico na fonte,True
52026,1,48,10,EASY - PARTICULAR,1072,Frenectomia labial superior,,E,10:1072,,sem correspondente unico na fonte,True
52027,1,48,10,EASY - PARTICULAR,1073,Frenectomia labial inferior,,E,10:1073,,sem correspondente unico na fonte,True
52028,1,48,10,EASY - PARTICULAR,1074,Frenectomia lingual,,E,10:1074,,sem correspondente unico na fonte,True
52029,1,48,10,EASY - PARTICULAR,1075,Raspagem subgengival para toda a boca,,E,10:1075,,sem correspondente unico na fonte,True
52030,1,48,10,EASY - PARTICULAR,1076,Raspagem supragengival para toda a boca,,E,10:1076,,sem correspondente unico na fonte,True
52031,1,48,10,EASY - PARTICULAR,1077,Ensino de higiene oral,,E,10:1077,,sem correspondente unico na fonte,True
52032,1,48,10,EASY - PARTICULAR,1078,Provis¢rio para grupo de dentes,,E,10:1078,¢,sem correspondente unico na fonte,True
52033,1,48,10,EASY - PARTICULAR,1079,Coroa provis¢ria,,E,10:1079,¢,sem correspondente unico na fonte,True
52034,1,48,10,EASY - PARTICULAR,1080,N£cleo provis¢rio,,E,10:1080,¢,sem correspondente unico na fonte,True
52035,1,48,10,EASY - PARTICULAR,1081,Branqueamento,,E,10:1081,,sem correspondente unico na fonte,True
52036,1,48,10,EASY - PARTICULAR,1082,Ajustes de pr¢tese,,E,10:1082,¢,sem correspondente unico na fonte,True
52037,1,48,10,EASY - PARTICULAR,1083,Raio X panormico,,E,10:1083,,sem correspondente unico na fonte,True
52038,1,48,10,EASY - PARTICULAR,1084,Raio X lateral,,E,10:1084,,sem correspondente unico na fonte,True
52039,1,48,10,EASY - PARTICULAR,1085,Raio X oclusal,,E,10:1085,,sem correspondente unico na fonte,True
52040,1,48,10,EASY - PARTICULAR,1086,Raio X mÆo e punho,,E,10:1086,Æ,sem correspondente unico na fonte,True
52041,1,48,10,EASY - PARTICULAR,1087,Placa de mordida,,E,10:1087,,sem correspondente unico na fonte,True
52042,1,48,10,EASY - PARTICULAR,1088,Raio X Bite-Wing,,E,10:1088,,sem correspondente unico na fonte,True
52043,1,48,10,EASY - PARTICULAR,1089,Faceta de porcelana,,E,10:1089,,sem correspondente unico na fonte,True
52044,1,48,10,EASY - PARTICULAR,1090,Emergncia,,E,10:1090,,sem correspondente unico na fonte,True
52045,1,48,10,EASY - PARTICULAR,1091,Modelo de estudo,,E,10:1091,,sem correspondente unico na fonte,True
52046,1,48,10,EASY - PARTICULAR,1092,Reembasamento,,E,10:1092,,sem correspondente unico na fonte,True
52047,1,48,10,EASY - PARTICULAR,1093,Fotos,,E,10:1093,,sem correspondente unico na fonte,True
52048,1,48,10,EASY - PARTICULAR,1094,Desgaste seletivo,,E,10:1094,,sem correspondente unico na fonte,True
52049,1,48,10,EASY - PARTICULAR,1095,Cirurgia,,E,10:1095,,sem correspondente unico na fonte,True
52050,1,48,10,EASY - PARTICULAR,1096,Odonto-secÆo,,E,10:1096,Æ ,sem correspondente unico na fonte,True
52051,1,48,10,EASY - PARTICULAR,1097,Rizectomia,,E,10:1097,,sem correspondente unico na fonte,True
52052,1,48,10,EASY - PARTICULAR,1098,Pulpotomia,,E,10:1098,,sem correspondente unico na fonte,True
52053,1,48,10,EASY - PARTICULAR,1099,Aumento de coroa cl¡nica,,E,10:1099,¡,sem correspondente unico na fonte,True
52054,1,48,10,EASY - PARTICULAR,1100,TunelizaÆo,,E,10:1100,Æ ,sem correspondente unico na fonte,True
52055,1,48,10,EASY - PARTICULAR,1101,Ulectomia,,E,10:1101,,sem correspondente unico na fonte,True
52056,1,48,10,EASY - PARTICULAR,1102,Attachment,,E,10:1102,,sem correspondente unico na fonte,True
52057,1,48,10,EASY - PARTICULAR,1103,Capeamento,,E,10:1103,,sem correspondente unico na fonte,True
