"questionario_id_origem","pergunta_id_origem","total_respostas","total_pacientes_distintos","observacoes"
"4","4","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","5","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","6","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","7","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","8","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","9","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","10","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","11","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","12","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","13","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","14","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","15","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","16","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","17","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","18","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","19","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","20","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","21","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","22","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","23","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","24","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","25","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","26","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","27","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","28","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","29","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","30","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","31","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","32","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","33","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","34","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","35","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","36","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","37","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","38","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","39","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","40","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","41","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","42","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","43","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","44","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","45","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","46","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","47","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","48","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","49","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","50","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","51","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","52","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","53","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","54","277","277","Resumo agregado; sem exportar conteúdo clínico."
"4","55","277","277","Resumo agregado; sem exportar conteúdo clínico."
"5","1","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","2","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","3","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","4","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","5","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","6","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","7","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","8","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","9","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","10","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","11","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","12","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","13","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","14","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","15","36","36","Resumo agregado; sem exportar conteúdo clínico."
"5","16","36","36","Resumo agregado; sem exportar conteúdo clínico."
